"","host_response_rate","host_is_superhost","host_listings_count","host_identity_verified","neighbourhood","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","minimum_nights","maximum_nights","availability_365","number_of_reviews","first_review","last_review","review_scores_rating","calculated_host_listings_count","date_diff"
"17903","100%","t",3,"f","Willowdale",43.77485,-79.43389,"t","House","Private room",1,2,1,1,"Real Bed","$27.00","$500.00","$0.00",1,28,1125,332,4,"2019-02-06","2019-04-21",95,3,74
"17904","100%","t",3,"f","Willowdale",43.77429,-79.43226,"t","House","Private room",1,2,1,1,"Real Bed","$26.00","$500.00","$0.00",1,28,1125,340,4,"2019-02-06","2019-03-31",100,3,53
"17905","90%","f",3,"f","Wallace Emerson",43.66469,-79.44028,"t","House","Private room",2,1,1,1,"Real Bed","$50.00","","",1,1,1125,247,2,"2019-02-07","2019-02-08",20,3,1
"17906","100%","t",2,"f","Downtown Toronto",43.64142,-79.39601,"f","Condominium","Entire home/apt",8,2,2,2,"Real Bed","$199.00","","$75.00",4,1,1125,195,10,"2019-02-17","2019-05-01",100,2,73
"17907","100%","f",3,"f","Newtonbrook",43.77914,-79.42033,"t","Townhouse","Entire home/apt",5,1.5,2,3,"Real Bed","$118.00","$500.00","$150.00",2,3,60,84,2,"2019-04-19","2019-05-05",90,3,16
"17908","100%","f",10,"t","The Annex",43.66812,-79.40922,"t","House","Private room",2,4,1,1,"Real Bed","$118.00","$200.00","$50.00",2,1,1125,165,2,"2019-03-15","2019-05-02",100,10,48
"17909","100%","t",1,"f","Entertainment District",43.64294,-79.38183,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$150.00","$500.00","$50.00",2,1,1125,89,25,"2019-02-10","2019-04-24",98,1,73
"17910","100%","t",11,"f","Bayview",43.80447,-79.38667,"t","Guest suite","Private room",2,1,1,2,"Real Bed","$46.00","$500.00","$40.00",1,2,5,80,0,"","",NA,11,NA
"17911","100%","t",1,"f","Niagara",43.63708,-79.40356,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$81.00","$250.00","$85.00",1,1,365,112,16,"2019-02-15","2019-04-17",96,1,61
"17912","N/A","f",3,"f","Downtown Toronto",43.66167,-79.37058,"f","Bed and breakfast","Private room",2,1,1,1,"Real Bed","$179.00","$0.00","$0.00",2,1,1125,201,0,"","",NA,3,NA
"17913","90%","f",2,"t","The Annex",43.66704,-79.41076,"f","House","Private room",1,1,1,1,"Real Bed","$79.00","$200.00","$95.00",1,3,1125,34,1,"2019-02-27","2019-02-27",100,2,0
"17914","100%","t",5,"f","Niagara",43.63709,-79.40365,"t","Condominium","Entire home/apt",3,1,1,1,"Real Bed","$130.00","$0.00","$60.00",2,1,1125,108,15,"2019-02-12","2019-05-02",100,3,79
"17915","100%","f",1,"f","Downtown Toronto",43.65494,-79.36013,"t","House","Entire home/apt",6,2,3,3,"Real Bed","$389.00","$500.00","$99.00",6,2,1125,133,0,"","",NA,1,NA
"17916","98%","f",32,"f","Downtown Toronto",43.64158,-79.38077,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$199.00","$300.00","$89.00",1,12,365,83,1,"2019-04-13","2019-04-13",100,21,0
"17917","100%","f",5,"f","Downtown Toronto",43.67024,-79.38484,"t","Condominium","Entire home/apt",6,2,2,3,"Real Bed","$467.00","$671.00","$133.00",4,2,180,348,3,"2019-02-27","2019-04-10",100,5,42
"17918","94%","f",13,"f","Armour Heights",43.7566,-79.41371,"f","House","Private room",2,2,1,1,"Real Bed","$40.00","","",1,4,1125,307,2,"2019-03-20","2019-04-20",100,9,31
"17919","100%","f",25,"f","Cabbagetown",43.66477,-79.36084,"t","House","Private room",4,1.5,1,1,"Real Bed","$55.00","$200.00","$40.00",1,4,1125,67,2,"2019-03-10","2019-04-08",100,5,29
"17920","82%","f",22,"f","Glen Park",43.72355,-79.45742,"t","Townhouse","Private room",2,3,1,1,"Real Bed","$75.00","$500.00","$40.00",2,1,60,0,0,"","",NA,21,NA
"17921","100%","f",2,"t","Forest Hill",43.68595,-79.41924,"f","Apartment","Entire home/apt",5,1,2,2,"Real Bed","$99.00","","$37.00",4,1,10,293,17,"2019-03-08","2019-05-02",92,2,55
"17922","100%","f",2,"f","South Hill/Rathnelly",43.68027,-79.39958,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$52.00","$250.00","$80.00",1,7,50,54,0,"","",NA,2,NA
"17923","N/A","f",3,"f","Downtown Toronto",43.6614,-79.37042,"f","Bed and breakfast","Private room",2,1,1,1,"Real Bed","$189.00","$0.00","$0.00",2,1,1125,173,0,"","",NA,3,NA
"17924","N/A","f",3,"f","Downtown Toronto",43.66032,-79.369,"f","Bed and breakfast","Private room",2,1,1,1,"Real Bed","$189.00","$0.00","$0.00",2,1,1125,188,0,"","",NA,3,NA
"17925","100%","f",25,"f","Cabbagetown",43.66616,-79.36059,"t","House","Private room",2,1.5,1,1,"Real Bed","$55.00","$200.00","$30.00",1,4,1125,71,3,"2019-03-17","2019-04-08",100,5,22
"17926","82%","f",22,"f","Glen Park",43.72327,-79.45817,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$140.00","$500.00","$60.00",4,1,60,26,1,"2019-03-27","2019-03-27",100,21,0
"17927","82%","f",22,"f","Glen Park",43.7233,-79.45753,"t","Townhouse","Entire home/apt",8,3,4,4,"Real Bed","$250.00","$700.00","$150.00",8,1,365,1,0,"","",NA,21,NA
"17928","80%","f",1,"f","Downtown Toronto",43.64288,-79.3829,"t","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$109.00","$150.00","$40.00",1,1,1125,2,6,"2019-02-17","2019-04-08",93,1,50
"17929","82%","f",22,"f","Glen Park",43.72363,-79.45602,"t","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$150.00","$500.00","$63.00",4,1,60,23,0,"","",NA,21,NA
"17930","82%","f",22,"f","Glen Park",43.72256,-79.45793,"t","Condominium","Entire home/apt",6,2,3,3,"Real Bed","$150.00","$500.00","$105.00",6,1,60,25,3,"2019-03-03","2019-04-07",87,21,35
"17931","100%","t",1,"t","Lambton Baby Point",43.66198,-79.50181,"t","Guest suite","Entire home/apt",3,1,0,1,"Real Bed","$46.00","$0.00","$25.00",2,1,21,285,30,"2019-02-24","2019-05-05",100,1,70
"17932","82%","f",22,"f","Glen Park",43.72353,-79.45645,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$140.00","$500.00","$85.00",4,1,60,24,2,"2019-04-08","2019-04-21",90,21,13
"17933","100%","f",25,"f","Downtown Toronto",43.666,-79.36094,"t","House","Private room",2,1.5,1,1,"Real Bed","$43.00","$200.00","$30.00",1,4,1125,69,4,"2019-02-08","2019-04-10",85,5,61
"17934","82%","f",22,"f","Glen Park",43.72263,-79.45755,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$150.00","$500.00","$40.00",2,1,60,24,1,"2019-04-08","2019-04-08",100,21,0
"17935","100%","f",25,"f","Cabbagetown",43.66478,-79.36257,"t","House","Private room",2,1.5,1,1,"Real Bed","$43.00","$200.00","$30.00",1,4,1125,45,3,"2019-03-17","2019-05-01",80,5,45
"17936","100%","f",1,"f","Downtown Toronto",43.64186,-79.39948,"f","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$105.00","$300.00","$79.00",2,2,1125,354,6,"2019-02-23","2019-04-30",100,1,66
"17937","100%","f",1,"f","Entertainment District",43.64339,-79.38914,"t","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$97.00","$250.00","$95.00",1,1,365,139,13,"2019-02-24","2019-04-18",91,1,53
"17938","82%","f",22,"f","Glen Park",43.72196,-79.4582,"t","Townhouse","Entire home/apt",8,3,4,4,"Real Bed","$250.00","$700.00","$150.00",8,1,60,23,0,"","",NA,21,NA
"17939","82%","f",22,"f","Glen Park",43.72173,-79.45633,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$149.00","$500.00","$40.00",2,1,60,24,3,"2019-03-04","2019-04-07",53,21,34
"17940","100%","f",1,"f","Mimico",43.62518,-79.48927,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$110.00","$0.00","$65.00",1,2,25,147,5,"2019-04-08","2019-04-14",100,1,6
"17941","100%","f",1,"f","Willowdale",43.75724,-79.40921,"t","Apartment","Private room",1,1,1,1,"Real Bed","$46.00","","",1,1,5,317,4,"2019-02-17","2019-03-29",100,1,40
"17942","82%","f",22,"f","Glen Park",43.72371,-79.45827,"t","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$200.00","$500.00","$40.00",4,1,60,26,2,"2019-03-10","2019-03-16",60,21,6
"17943","100%","t",20,"f","Downtown Toronto",43.64222,-79.3815,"t","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$259.00","$500.00","$65.00",3,3,365,57,17,"2019-02-10","2019-04-19",95,3,68
"17944","100%","t",7,"f","Downtown Toronto",43.63986,-79.39899,"t","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$119.00","$600.00","$59.00",1,2,1125,107,11,"2019-02-18","2019-05-02",100,7,73
"17945","100%","f",1,"t","Dufferin Grove",43.65497,-79.43728,"t","House","Entire home/apt",4,1.5,2,2,"Real Bed","$74.00","$0.00","$40.00",1,4,1125,0,2,"2019-03-18","2019-04-14",100,1,27
"17946","100%","t",1,"t","Willowdale",43.77699,-79.39968,"f","House","Entire home/apt",8,1.5,4,4,"Real Bed","$30.00","$300.00","$105.00",4,3,60,163,11,"2019-02-08","2019-04-26",95,1,77
"17947","80%","f",2,"f","Downtown Toronto",43.65357,-79.36647,"t","Loft","Entire home/apt",4,1,1,2,"Real Bed","$299.00","$600.00","$100.00",4,3,30,23,1,"2019-03-03","2019-03-03",100,2,0
"17948","100%","t",2,"f","Niagara",43.63881,-79.40219,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$99.00","$0.00","$35.00",1,1,14,1,22,"2019-02-16","2019-05-05",99,1,78
"17949","100%","t",3,"f","Henry Farm",43.77397,-79.32901,"t","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$90.00","$500.00","$85.00",1,2,28,123,5,"2019-02-16","2019-04-05",100,1,48
"17950","82%","f",22,"f","Glen Park",43.72327,-79.45614,"t","Condominium","Entire home/apt",2,1,0,1,"Real Bed","$149.00","$500.00","$60.00",2,1,60,24,7,"2019-03-03","2019-04-13",89,21,41
"17951","82%","f",22,"f","Saint Andrew/Windfields",43.75034,-79.3782,"t","House","Entire home/apt",10,5.5,5,5,"Real Bed","$349.00","$1,500.00","$299.00",10,1,120,248,11,"2019-02-17","2019-04-29",96,21,71
"17952","100%","f",1,"f","West Humber",43.72447,-79.6216,"t","House","Private room",1,1,1,1,"Real Bed","$50.00","$0.00","$7.00",1,1,1125,87,4,"2019-04-22","2019-05-05",100,1,13
"17953","100%","t",2,"f","Downtown Toronto",43.65943,-79.36633,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$48.00","$6,550.00","$39.00",1,1,1125,1,21,"2019-02-08","2019-04-20",99,2,71
"17954","100%","f",1,"f","Studio District",43.66143,-79.33574,"t","Apartment","Entire home/apt",5,1,0,1,"Real Bed","$115.00","$500.00","$30.00",5,2,1125,0,4,"2019-02-19","2019-04-05",95,1,45
"17955","50%","f",1,"f","Downtown Toronto",43.64124,-79.39477,"t","Condominium","Entire home/apt",12,2.5,3,4,"Real Bed","$550.00","$950.00","$129.00",1,1,365,176,0,"","",NA,1,NA
"17956","100%","f",1,"t","Swansea",43.63707,-79.47026,"f","Condominium","Private room",1,1,1,1,"Real Bed","$85.00","$250.00","$30.00",1,1,1,179,0,"","",NA,1,NA
"17957","100%","f",1,"f","Wallace Emerson",43.66375,-79.43694,"t","House","Entire home/apt",2,1,1,1,"Real Bed","$499.00","$200.00","$100.00",2,2,1125,33,2,"2019-03-10","2019-03-21",80,1,11
"17958","100%","f",7,"f","Garden District",43.66118,-79.37364,"t","Boutique hotel","Private room",2,1,1,1,"Real Bed","$90.00","","",1,1,31,311,19,"2019-02-15","2019-05-05",88,7,79
"17959","85%","f",7,"f","The Annex",43.67226,-79.40633,"t","House","Private room",1,1,1,1,"Real Bed","$66.00","$200.00","$15.00",1,2,60,7,1,"2019-03-21","2019-03-21",80,7,0
"17960","0%","f",1,"f","L'Amoreaux",43.79815,-79.30225,"t","Villa","Private room",2,1.5,1,1,"Real Bed","$150.00","","",1,1,1125,365,0,"","",NA,1,NA
"17961","85%","f",7,"f","The Annex",43.67028,-79.40471,"t","House","Private room",2,1,1,1,"Real Bed","$70.00","$200.00","$15.00",1,2,60,0,1,"2019-04-21","2019-04-21",100,7,0
"17962","100%","f",1,"f","Stonegate-Queensway",43.62568,-79.50307,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$90.00","","",1,2,60,148,4,"2019-03-03","2019-05-02",100,1,60
"17963","100%","t",5,"f","Entertainment District",43.64445,-79.39001,"f","Serviced apartment","Entire home/apt",8,2,3,3,"Real Bed","$125.00","$750.00","$100.00",1,1,10,126,20,"2019-02-24","2019-05-05",98,5,70
"17964","100%","f",1,"t","South Hill/Rathnelly",43.68598,-79.40391,"t","Condominium","Entire home/apt",4,2,1,3,"Real Bed","$240.00","","",1,2,100,24,0,"","",NA,1,NA
"17965","100%","f",1,"f","Downtown Toronto",43.66828,-79.38047,"t","Apartment","Private room",1,1,1,1,"Real Bed","$35.00","","$10.00",1,1,7,29,13,"2019-03-15","2019-04-28",100,1,44
"17966","97%","f",9,"f","Mimico",43.62444,-79.48283,"t","Condominium","Entire home/apt",6,2,2,2,"Real Bed","$140.00","$400.00","$120.00",4,2,1125,331,0,"","",NA,8,NA
"17967","100%","f",1,"f","North Park",43.7211,-79.47216,"t","House","Private room",1,1,1,1,"Real Bed","$60.00","","",1,3,1125,51,2,"2019-02-19","2019-04-15",100,1,55
"17968","97%","f",9,"f","Mimico",43.624,-79.48254,"t","Serviced apartment","Entire home/apt",4,1,1,1,"Real Bed","$119.00","$300.00","$100.00",4,2,1125,363,0,"","",NA,8,NA
"17969","90%","f",1,"f","Cliffcrest",43.71309,-79.23605,"t","Bungalow","Entire home/apt",10,1.5,3,6,"Real Bed","$137.00","$0.00","$100.00",1,7,1125,66,2,"2019-03-09","2019-04-17",100,1,39
"17970","100%","f",1,"f","Birch Cliff",43.67449,-79.2768,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$119.00","","",1,14,1125,173,0,"","",NA,1,NA
"17971","100%","f",1,"t","Parkdale",43.63896,-79.44444,"t","Apartment","Entire home/apt",5,1,2,2,"Real Bed","$115.00","","$53.00",4,2,1125,5,0,"","",NA,1,NA
"17972","100%","f",2,"f","Dorset Park",43.74488,-79.27505,"t","House","Entire home/apt",4,1,2,2,"Real Bed","$55.00","$0.00","$0.00",1,2,1125,48,5,"2019-03-15","2019-05-01",96,2,47
"17973","100%","t",2,"f","Dovercourt Park",43.66465,-79.4235,"t","Guest suite","Entire home/apt",2,1,1,1,"Real Bed","$110.00","$750.00","$90.00",2,28,180,228,2,"2019-04-01","2019-05-01",100,2,30
"17974","90%","t",6,"t","Kensington Market",43.65438,-79.39982,"f","Townhouse","Private room",1,1,1,1,"Real Bed","$81.00","","$10.00",1,1,14,178,3,"2019-03-06","2019-04-08",87,1,33
"17975","100%","t",4,"f","Dufferin Grove",43.64935,-79.42585,"f","House","Entire home/apt",2,1,0,1,"Real Bed","$64.00","$500.00","$30.00",2,1,60,33,31,"2019-02-11","2019-05-03",99,2,81
"17976","100%","f",5,"f","Armour Heights",43.75602,-79.41091,"t","Bungalow","Entire home/apt",4,1,2,2,"Real Bed","$99.00","$350.00","$65.00",4,3,28,81,2,"2019-03-01","2019-04-20",100,5,50
"17977","100%","f",1,"f","Corktown",43.65541,-79.36289,"t","Apartment","Shared room",2,1,1,1,"Real Bed","$42.00","$1,000.00","$20.00",1,1,60,0,0,"","",NA,1,NA
"17978","100%","f",1,"f","Cliffcrest",43.72032,-79.24963,"t","House","Entire home/apt",8,3.5,4,5,"Real Bed","$199.00","$600.00","$100.00",2,2,1125,58,8,"2019-02-24","2019-04-22",90,1,57
"17979","100%","t",5,"t","Cliffside",43.70177,-79.25753,"t","House","Private room",1,1,1,1,"Real Bed","$35.00","","",2,3,60,42,2,"2019-02-23","2019-03-16",100,5,21
"17980","100%","f",1,"f","Newtonbrook",43.78176,-79.40965,"t","House","Entire home/apt",6,4,4,4,"Real Bed","$270.00","$300.00","$180.00",5,1,1125,43,3,"2019-02-21","2019-04-29",80,1,67
"17981","100%","t",2,"f","Kensington Market",43.65589,-79.40311,"t","Apartment","Private room",2,1,1,1,"Real Bed","$60.00","$0.00","$13.00",1,1,1125,38,4,"2019-03-22","2019-05-02",100,2,41
"17982","100%","f",7,"f","Willowdale",43.76111,-79.42107,"t","House","Private room",2,1,1,1,"Real Bed","$89.00","","",1,1,1125,365,0,"","",NA,7,NA
"17983","100%","f",7,"f","Willowdale",43.76158,-79.42042,"t","House","Private room",2,1,1,1,"Real Bed","$89.00","","",1,1,1125,365,0,"","",NA,7,NA
"17984","100%","f",7,"f","Willowdale",43.76117,-79.41991,"t","House","Private room",2,1,1,2,"Real Bed","$60.00","","",1,1,1125,350,3,"2019-02-18","2019-03-24",80,7,34
"17985","100%","f",7,"f","Willowdale",43.76154,-79.42128,"t","House","Private room",2,1,1,2,"Real Bed","$60.00","","",1,1,1125,365,0,"","",NA,7,NA
"17986","100%","f",7,"f","Willowdale",43.76023,-79.41933,"t","House","Private room",2,1,1,1,"Real Bed","$79.00","","",1,1,1125,365,0,"","",NA,7,NA
"17987","100%","f",7,"f","Willowdale",43.76178,-79.41924,"t","House","Private room",2,1,1,1,"Real Bed","$79.00","","",1,1,1125,365,1,"2019-04-03","2019-04-03",40,7,0
"17988","100%","f",1,"f","Downtown Toronto",43.65345,-79.39557,"t","Townhouse","Entire home/apt",13,3.5,6,7,"Real Bed","$431.00","$304.00","$152.00",1,1,1125,39,0,"","",NA,1,NA
"17989","100%","f",2,"f","Downtown Toronto",43.65754,-79.37595,"t","Apartment","Private room",2,1,1,1,"Real Bed","$70.00","$150.00","$40.00",1,2,28,59,4,"2019-03-31","2019-05-04",95,2,34
"17990","100%","f",1,"f","Downtown Toronto",43.64171,-79.39647,"t","Condominium","Entire home/apt",3,1,1,3,"Real Bed","$230.00","$300.00","$280.00",1,3,15,26,1,"2019-04-08","2019-04-08",100,1,0
"17991","94%","f",5,"f","Bayview",43.80175,-79.37857,"t","House","Private room",2,1,1,1,"Real Bed","$55.00","$250.00","$35.00",2,1,1125,150,2,"2019-03-30","2019-04-22",100,5,23
"17992","100%","f",2,"f","Dovercourt Park",43.66045,-79.435,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$99.00","$500.00","$40.00",2,2,14,0,2,"2019-04-01","2019-04-07",100,1,6
"17993","100%","f",1,"f","L'Amoreaux",43.79411,-79.3271,"t","House","Private room",2,1,1,1,"Real Bed","$47.00","$200.00","$20.00",1,2,28,64,0,"","",NA,1,NA
"17994","80%","f",3,"f","Willowdale",43.77668,-79.39449,"t","House","Private room",2,1.5,1,1,"Real Bed","$59.00","$200.00","$29.00",1,1,4,180,0,"","",NA,3,NA
"17995","100%","t",2,"t","Dovercourt Park",43.66141,-79.43174,"f","Townhouse","Entire home/apt",2,1,2,2,"Real Bed","$85.00","$200.00","$69.00",4,2,20,0,2,"2019-03-03","2019-03-07",100,1,4
"17996","90%","f",1,"f","Willowdale",43.76862,-79.41441,"t","Condominium","Entire home/apt",1,1,0,0,"Real Bed","$85.00","","$25.00",1,1,7,17,7,"2019-03-03","2019-04-07",100,1,35
"17997","80%","f",3,"f","Willowdale",43.77578,-79.39555,"t","House","Private room",4,1,2,2,"Real Bed","$66.00","$300.00","$39.00",2,1,4,173,0,"","",NA,3,NA
"17998","100%","f",2,"f","Garden District",43.65743,-79.3755,"t","Apartment","Private room",2,1,1,1,"Real Bed","$60.00","$150.00","$30.00",1,2,30,78,5,"2019-03-03","2019-05-01",96,2,59
"17999","100%","f",22,"f","Clanton Park",43.75194,-79.44755,"t","Villa","Entire home/apt",6,1,3,3,"Real Bed","$150.00","$0.00","$150.00",1,2,1125,354,1,"2019-03-13","2019-03-13",100,1,0
"18000","70%","f",1,"f","Deer Park",43.6894,-79.39656,"f","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$99.00","$0.00","$20.00",2,1,2,0,3,"2019-02-17","2019-03-30",100,1,41
"18001","100%","t",2,"f","Downtown Toronto",43.63808,-79.3981,"f","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$171.00","$300.00","$60.00",1,1,1125,127,3,"2019-04-28","2019-05-04",100,2,6
"18002","100%","f",1,"t","Parkwoods",43.76178,-79.34744,"t","Condominium","Private room",1,1,1,1,"Real Bed","$36.00","$0.00","$0.00",1,3,1125,0,2,"2019-02-09","2019-03-01",100,1,20
"18003","100%","f",1,"t","Downtown Toronto",43.6407,-79.40017,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$140.00","","$40.00",2,2,40,0,1,"2019-04-13","2019-04-13",100,1,0
"18004","90%","f",69,"f","Downtown Toronto",43.64322,-79.37975,"t","Condominium","Entire home/apt",5,2,2,3,"Real Bed","$99.00","$300.00","$99.00",4,1,1120,268,11,"2019-03-11","2019-04-22",76,53,42
"18005","99%","f",8,"f","The Annex",43.66996,-79.40603,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$75.00","$500.00","$30.00",2,1,8,29,34,"2019-02-17","2019-05-03",92,8,75
"18006","100%","f",1,"f","Little Portugal",43.64434,-79.42788,"t","Apartment","Private room",2,1,1,1,"Real Bed","$60.00","$2,500.00","$10.00",1,2,15,69,3,"2019-03-13","2019-04-25",100,1,43
"18007","100%","f",1,"f","Riverdale",43.66534,-79.35276,"t","House","Private room",2,1,1,1,"Real Bed","$39.00","$0.00","$39.00",1,1,14,0,7,"2019-02-11","2019-04-15",97,1,63
"18008","100%","f",1,"f","Niagara",43.64452,-79.40882,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$70.00","$0.00","$25.00",1,6,34,1,1,"2019-02-24","2019-02-24",80,1,0
"18009","100%","f",2,"f","Riverdale",43.66643,-79.35028,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$64.00","$0.00","$45.00",1,1,21,17,17,"2019-02-13","2019-04-19",92,2,65
"18010","100%","f",3,"f","Entertainment District",43.64398,-79.37991,"t","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$81.00","$150.00","$85.00",1,1,365,0,9,"2019-02-20","2019-04-09",84,3,48
"18011","100%","t",1,"t","Wexford/Maryvale",43.74063,-79.29945,"t","Guest suite","Entire home/apt",2,1.5,1,1,"Real Bed","$55.00","$250.00","$65.00",2,3,1125,23,1,"2019-03-31","2019-03-31",100,1,0
"18012","67%","f",3,"f","Entertainment District",43.64998,-79.38713,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$98.00","$200.00","$50.00",1,29,150,156,0,"","",NA,3,NA
"18013","100%","f",2,"f","Willowdale",43.75737,-79.40424,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$136.00","$450.00","$45.00",2,1,2,341,1,"2019-04-22","2019-04-22",100,2,0
"18014","100%","f",2,"f","Willowdale",43.75878,-79.40289,"t","Condominium","Entire home/apt",5,1,1,1,"Real Bed","$99.00","$450.00","$45.00",2,3,28,341,2,"2019-04-23","2019-04-26",100,2,3
"18015","94%","f",13,"f","Armour Heights",43.75886,-79.41088,"f","House","Private room",2,2,1,1,"Real Bed","$50.00","","",1,2,1125,336,8,"2019-02-17","2019-04-07",98,9,49
"18016","94%","f",13,"f","Armour Heights",43.757,-79.41266,"f","House","Private room",3,2,1,1,"Real Bed","$50.00","","",2,2,1125,217,5,"2019-02-19","2019-04-08",72,9,48
"18017","94%","f",13,"f","Armour Heights",43.75857,-79.41278,"f","House","Private room",2,2,1,1,"Real Bed","$50.00","","",1,4,1125,340,4,"2019-02-28","2019-05-01",90,9,62
"18018","94%","f",13,"f","Armour Heights",43.75894,-79.41182,"f","House","Private room",2,2,1,1,"Real Bed","$50.00","","",1,2,1125,338,9,"2019-02-20","2019-04-07",91,9,46
"18019","94%","f",13,"f","Armour Heights",43.75667,-79.41076,"f","House","Private room",2,2,1,1,"Real Bed","$50.00","","",1,4,1125,264,1,"2019-02-22","2019-02-22",100,9,0
"18020","94%","f",13,"f","Armour Heights",43.75883,-79.41155,"f","House","Private room",4,2,1,1,"Real Bed","$70.00","","$0.00",2,4,1125,360,0,"","",NA,9,NA
"18021","100%","f",6,"f","Downtown Toronto",43.64047,-79.39102,"t","Condominium","Entire home/apt",3,1,2,2,"Real Bed","$140.00","$137.00","$10.00",3,1,28,309,8,"2019-03-03","2019-04-25",83,5,53
"18022","100%","f",1,"f","Downtown Toronto",43.6676,-79.37168,"t","Guest suite","Private room",4,1,2,2,"Real Bed","$60.00","$0.00","$50.00",4,2,1125,0,7,"2019-03-03","2019-04-22",94,1,50
"18023","100%","f",1,"f","Niagara",43.63657,-79.40557,"t","Apartment","Entire home/apt",6,2,3,3,"Real Bed","$499.00","$0.00","$40.00",1,2,1125,32,2,"2019-03-31","2019-04-30",90,1,30
"18024","100%","f",1,"f","The Pocket",43.67778,-79.33389,"f","House","Entire home/apt",6,2,3,2,"Real Bed","$200.00","$350.00","$80.00",1,6,1125,28,0,"","",NA,1,NA
"18025","100%","f",1,"f","Newtonbrook",43.78104,-79.41411,"t","Condominium","Entire home/apt",2,1,1,2,"Real Bed","$75.00","$0.00","$30.00",1,1,2,13,5,"2019-03-03","2019-04-21",100,1,49
"18026","100%","f",1,"f","Downtown Toronto",43.6598,-79.38426,"t","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$149.00","$0.00","$94.00",1,5,1125,0,1,"2019-05-05","2019-05-05",100,1,0
"18027","100%","f",2,"f","The Junction",43.66273,-79.46716,"t","House","Entire home/apt",5,1.5,3,3,"Real Bed","$150.00","","",1,7,60,24,0,"","",NA,1,NA
"18028","100%","f",1,"f","Downtown Toronto",43.65084,-79.3832,"f","Condominium","Private room",2,1,1,1,"Real Bed","$90.00","","",1,6,1125,309,3,"2019-03-07","2019-04-23",100,1,47
"18029","100%","f",7,"f","Fairbank",43.68772,-79.45861,"f","House","Private room",1,1,0,1,"Real Bed","$27.00","","",1,7,1125,311,0,"","",NA,7,NA
"18030","100%","f",1,"f","Downtown Toronto",43.66356,-79.38223,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$64.00","","",1,2,1125,2,0,"","",NA,1,NA
"18031","100%","f",1,"f","Birch Cliff",43.68166,-79.27809,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$99.00","$500.00","$20.00",1,1,1125,255,10,"2019-02-24","2019-05-05",98,1,70
"18032","100%","t",17,"f","Entertainment District",43.64267,-79.39195,"t","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$199.00","$399.00","$99.00",3,2,90,217,1,"2019-03-31","2019-03-31",100,17,0
"18033","50%","f",2,"f","Don Valley Village",43.77703,-79.34959,"t","Apartment","Private room",1,2,1,1,"Real Bed","$42.00","","",2,3,30,88,0,"","",NA,2,NA
"18034","100%","f",6,"t","Amesbury",43.70196,-79.4937,"t","Apartment","Entire home/apt",4,1,2,3,"Real Bed","$97.00","","$54.00",1,2,21,6,10,"2019-03-03","2019-04-21",80,2,49
"18035","100%","f",1,"f","Downtown Toronto",43.6678,-79.38069,"f","Apartment","Private room",2,1,1,1,"Real Bed","$50.00","$0.00","$30.00",1,2,1125,32,5,"2019-04-07","2019-05-05",96,1,28
"18036","91%","f",2,"f","Mimico",43.62361,-79.48472,"f","Condominium","Entire home/apt",5,2,2,3,"Real Bed","$145.00","$1,000.00","$85.00",4,30,90,356,0,"","",NA,2,NA
